Product name in Flipkart,Retail price in Flipkart,Discounted price in Flipkart,Product id,Product category in Flipkart,Product name in Amazon,Retail price in Amazon,Discounted price in Amazon,Product category,match
Jazzup Women's Striped Casual Shirt,1319.0,499.0,SHTE2GYXNYYWW459,Clothing,Jazzup Women's Striped Casual Shirt,1317,622,Clothing,1
Antilia Femme Women's Printed Casual Reversible Shirt,1099.0,499.0,SHTEBY3XZZ56VM76,Clothing,Antilia Femme Women's Printed Casual Reversible Shirt,1095,645,Clothing,1
Gudluk Women's Solid Casual Shirt,799.0,499.0,SHTEA7E6ZSWHHVZD,Clothing,Gudluk Women's Solid Casual Shirt,786,637,Clothing,1
Being Fab Women's Solid Casual Shirt,1099.0,324.0,SHTE6GKKJMJQXD8G,Clothing,Being Fab Women's Solid Casual Shirt,1098,376,Clothing,1
Attire By Kapsons Women's Printed Casual Shirt,1599.0,379.0,SHTEDVRXUKYV39SH,Clothing,Attire By Kapsons Women's Printed Casual Shirt,1594,478,Clothing,1
Sukkhi Copper Yellow Gold Bangle Set,1348.0,369.0,BBADVRPJUC3RU7F3,Jewellery,Sukkhi Copper Yellow Gold Bangle Set,1339,475,Jewellery,1
Kiosha Women's Solid Casual Shirt,1299.0,297.0,SHTE8BFQBNCT9H5D,Clothing,Kiosha Women's Solid Casual Shirt,1294,362,Clothing,1
Candies by Pantaloons Women's Solid Casual Shirt,899.0,494.0,SHTEBH65NWPQJTAD,Clothing,Candies by Pantaloons Women's Solid Casual Shirt,897,625,Clothing,1
NJ Metal Yellow Gold Bangle Set,999.0,199.0,BBAEC89QHQZKMBVD,Jewellery,NJ Metal Yellow Gold Bangle Set,979,245,Jewellery,1
Jazzup Women's Checkered Casual Shirt,1539.0,499.0,SHTE4RYR3ZBEK2BR,Clothing,Jazzup Women's Checkered Casual Shirt,1537,646,Clothing,1
Bombay High Women's Solid Formal Shirt,699.0,349.0,SHTDUA8DXHWKTUVD,Clothing,Bombay High Women's Solid Formal Shirt,683,404,Clothing,1
Bonhomie Women's Printed Casual Shirt,899.0,450.0,SHTE8VY7QVGNSD5F,Clothing,Bonhomie Women's Printed Casual Shirt,892,513,Clothing,1
Sukkhi Copper Yellow Gold Bangle Set,1728.0,459.0,BBAEFGBETGP88DZ3,Jewellery,Sukkhi Copper Yellow Gold Bangle Set,1718,545,Jewellery,1
Silly People Women's Striped Casual Shirt,749.0,399.0,SHTE4C9RZ9BGEWVQ,Clothing,Silly People Women's Striped Casual Shirt,729,484,Clothing,1
Aussehen Women's Printed Casual Shirt,1200.0,350.0,SHTE53GH2HXNSKZD,Clothing,Aussehen Women's Printed Casual Shirt,1185,397,Clothing,1
Anouk Women's Printed Casual Shirt,999.0,499.0,SHTE4NR3HFWFBDUW,Clothing,Anouk Women's Printed Casual Shirt,998,632,Clothing,1
Vedika Jewellery Alloy Bangle Set,1299.0,399.0,BBAE9VRKB7U9QXCV,Jewellery,Vedika Jewellery Alloy Bangle Set,1287,482,Jewellery,1
People Women's Checkered Casual Shirt,799.0,559.0,SHTEBTB9HSYHRGHU,Clothing,People Women's Checkered Casual Shirt,790,725,Clothing,1
Color Cocktail Women's Printed Casual Shirt,899.0,449.0,SHTDV8NCYV6GNH8E,Clothing,Color Cocktail Women's Printed Casual Shirt,880,544,Clothing,1
Mallory Winston Women's Checkered Casual Shirt,656.0,399.0,SHTED9YGY5ZT4J6Z,Clothing,Mallory Winston Women's Checkered Casual Shirt,647,511,Clothing,1
Kuhuk Plastic Bangle Set,900.0,200.0,BBAE8YQE2ZC6AFEH,Jewellery,Kuhuk Plastic Bangle Set,888,233,Jewellery,1
Meee Women's Solid Casual Reversible Shirt,895.0,448.0,SHTEAHVDSWZ4FYBM,Clothing,Meee Women's Solid Casual Reversible Shirt,887,496,Clothing,1
"Femninora Women's Solid Casual, Formal Shirt",999.0,404.0,SHTE95RB9NPYAC8R,Clothing,"Femninora Women's Solid Casual, Formal Shirt",994,496,Clothing,1
Sukkhi Copper Yellow Gold Bangle Set,1397.0,389.0,BBAE7F9BB6ZSZZTU,Jewellery,Sukkhi Copper Yellow Gold Bangle Set,1387,432,Jewellery,1
Vedika Jewellery Alloy Bangle Set,1299.0,375.0,BBAE9WX5YTJKWWUT,Jewellery,Vedika Jewellery Alloy Bangle Set,1297,472,Jewellery,1
"Alpha Lady Women's Printed Casual, Formal Shirt",749.0,349.0,SHTE8SMDSE2HHVW9,Clothing,"Alpha Lady Women's Printed Casual, Formal Shirt",733,430,Clothing,1
Sukkhi Zinc Yellow Gold Bangle,1348.0,369.0,BBADVZCAZGE4H3XK,Jewellery,Sukkhi Zinc Yellow Gold Bangle,1347,433,Jewellery,1
Belly Bottom Women's Printed Party Shirt,1199.0,399.0,SHTE93RYMXUU7P6Q,Clothing,Belly Bottom Women's Printed Party Shirt,1192,472,Clothing,1
Miss Rich Women's Solid Casual Shirt,799.0,399.0,SHTE4YFYH2VVWTBJ,Clothing,Miss Rich Women's Solid Casual Shirt,798,497,Clothing,1
"Modimania Women's Self Design Casual, Formal, Festive, Party Shirt",1200.0,499.0,SHTE7P7XSYGKYGAX,Clothing,"Modimania Women's Self Design Casual, Formal, Festive, Party Shirt",1181,575,Clothing,1
Anasazi Women's Printed Casual Shirt,569.0,256.0,SHTE7HGFVCWGR7BS,Clothing,Anasazi Women's Printed Casual Shirt,567,290,Clothing,1
Meira Women's Checkered Party Reversible Shirt,999.0,499.0,SHTE4ZP5ZKE3SWMA,Clothing,Meira Women's Checkered Party Reversible Shirt,989,563,Clothing,1
C M Clothing Women's Printed Casual Shirt,899.0,299.0,SHTEBSMGPBSRYKKB,Clothing,C M Clothing Women's Printed Casual Shirt,879,363,Clothing,1
Miss Rich Women's Polka Print Casual Shirt,899.0,449.0,SHTEYPEAYBR7ZUTB,Clothing,Miss Rich Women's Polka Print Casual Shirt,898,529,Clothing,1
ShopperTree Women's Solid Casual Shirt,649.0,324.0,SHTEB2U2GF3A5FC7,Clothing,ShopperTree Women's Solid Casual Shirt,646,367,Clothing,1
Lol Women's Solid Casual Shirt,1099.0,439.0,SHTE74Z6UFPUYKNZ,Clothing,Lol Women's Solid Casual Shirt,1097,530,Clothing,1
Jazzy Ben Women's Printed Casual Shirt,995.0,465.0,SHTEBPW9E2KRHNHG,Clothing,Jazzy Ben Women's Printed Casual Shirt,988,527,Clothing,1
Colors Couture Women's Solid Casual Shirt,799.0,499.0,SHTE8A2SPBJSZMV2,Clothing,Colors Couture Women's Solid Casual Shirt,787,591,Clothing,1
Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,850.0,850.0,BBAEEYH6YSZKW7SE,Jewellery,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,840,1065,Jewellery,1
Hsfs Women's Printed Casual Shirt,999.0,380.0,SHTEBBWJGRMNADGV,Clothing,Hsfs Women's Printed Casual Shirt,981,481,Clothing,1
"Femninora Women's Solid Casual, Formal Shirt",799.0,404.0,SHTE95RBYGWYGDVY,Clothing,"Femninora Women's Solid Casual, Formal Shirt",792,524,Clothing,1
Kashana Fashions Women's Printed Casual Shirt,1899.0,490.0,SHTEAGWVSH5NSBZP,Clothing,Kashana Fashions Women's Printed Casual Shirt,1882,579,Clothing,1
Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,750.0,750.0,BBAEEYH67ZGXREJQ,Jewellery,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle Set,739,943,Jewellery,1
DeDe'S Women's Printed Casual Shirt,1399.0,387.0,SHTE4CNCZFG7WZMT,Clothing,DeDe'S Women's Printed Casual Shirt,1395,445,Clothing,1
Ausy Women's Solid Casual Shirt,999.0,327.0,SHTEC8AHPZSZYGJ9,Clothing,Ausy Women's Solid Casual Shirt,987,406,Clothing,1
Identiti Women's Solid Casual Shirt,899.0,499.0,SHTE93YZFFNWVE9U,Clothing,Identiti Women's Solid Casual Shirt,881,619,Clothing,1
Anasazi Women's Floral Print Casual Shirt,549.0,247.0,SHTE7HGFXSVHFHTV,Clothing,Anasazi Women's Floral Print Casual Shirt,535,293,Clothing,1
Tradeyard Impex Alloy Bangle,799.0,249.0,BBAE5B2HVHWD3HKH,Jewellery,Tradeyard Impex Alloy Bangle,786,279,Jewellery,1
Being Fab Women's Solid Casual Shirt,1099.0,349.0,SHTE6GKKJWPZHYMC,Clothing,Being Fab Women's Solid Casual Shirt,1081,450,Clothing,1
Variation Alloy Yellow Gold 22 Bangle Set,899.0,299.0,BBAEFJG7XQYNHTAA,Jewellery,Variation Alloy Yellow Gold 22 Bangle Set,888,380,Jewellery,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649.0,249.0,BBAEDVR7KRQT7EP9,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",641,297,Jewellery,1
Kashana Fashions Women's Polka Print Casual Shirt,1899.0,490.0,SHTEANHWKH5AJVFG,Clothing,Kashana Fashions Women's Polka Print Casual Shirt,1884,581,Clothing,1
"Femninora Women's Solid Casual, Formal Shirt",799.0,404.0,SHTE95RB6PQEEFDN,Clothing,"Femninora Women's Solid Casual, Formal Shirt",780,514,Clothing,1
Tokyo Talkies Women's Self Design Casual Shirt,949.0,474.0,SHTE84FRJX6WJT4U,Clothing,Tokyo Talkies Women's Self Design Casual Shirt,938,599,Clothing,1
BPT Women's Printed Casual Shirt,1049.0,399.0,SHTEBGHFXGHWZDK2,Clothing,BPT Women's Printed Casual Shirt,1038,455,Clothing,1
"Mrigya Alloy, Metal Bangle Set",1378.0,399.0,BBADYE6HFZKJD6FG,Jewellery,"Mrigya Alloy, Metal Bangle Set",1363,479,Jewellery,1
Antilia Femme Women's Solid Casual Reversible Shirt,1099.0,399.0,SHTEBY3XZPVUKFP8,Clothing,Antilia Femme Women's Solid Casual Reversible Shirt,1080,465,Clothing,1
"Femninora Women's Solid Casual, Formal Shirt",799.0,404.0,SHTE95RCVYGEY4YS,Clothing,"Femninora Women's Solid Casual, Formal Shirt",788,482,Clothing,1
Sbuys Women's Striped Casual Shirt,799.0,399.0,SHTE9DMZZ85QJZUV,Clothing,Sbuys Women's Striped Casual Shirt,785,441,Clothing,1
Akyra Women's Printed Casual Shirt,599.0,299.0,SHTE2FGCWYMDW4VR,Clothing,Akyra Women's Printed Casual Shirt,584,344,Clothing,1
I Am For You Women's Solid Casual Shirt,799.0,360.0,SHTDU2HZSAPER4VQ,Clothing,I Am For You Women's Solid Casual Shirt,793,463,Clothing,1
Bombay High Women's Printed Formal Shirt,1099.0,494.0,SHTDXGKKZPHDGUDH,Clothing,Bombay High Women's Printed Formal Shirt,1086,598,Clothing,1
Fashion Fusion Alloy Yellow Gold Bangle Set,1000.0,299.0,BBAE3FSU8BZS8VHT,Jewellery,Fashion Fusion Alloy Yellow Gold Bangle Set,990,354,Jewellery,1
Mrigya Alloy Bangle Set,1378.0,299.0,BBADXU3ZYTGQU9UN,Jewellery,Mrigya Alloy Bangle Set,1361,368,Jewellery,1
Sonal Sk Casual Printed Women's Kurti,1480.0,599.0,KRTEBS25WHQ6F2Q2,Clothing,Sonal Sk Casual Printed Women's Kurti,1466,746,Clothing,1
Cherymoya Women's Solid Casual Shirt,799.0,479.0,SHTE9MH6QPQBNQSY,Clothing,Cherymoya Women's Solid Casual Shirt,781,573,Clothing,1
Shining Diva Alloy Bangle Set,1245.0,249.0,BBAE76FZRY4DUGSJ,Jewellery,Shining Diva Alloy Bangle Set,1236,274,Jewellery,1
Dhrohar Women's Solid Casual Shirt,1499.0,499.0,SHTE8HYQWSMZAF2H,Clothing,Dhrohar Women's Solid Casual Shirt,1495,603,Clothing,1
Mayra Women's Solid Casual Shirt,1195.0,499.0,SHTECGUWK9JXNQFU,Clothing,Mayra Women's Solid Casual Shirt,1183,603,Clothing,1
Hermosear Women's Printed Casual Shirt,999.0,395.0,SHTDZNRRVRZV2VVH,Clothing,Hermosear Women's Printed Casual Shirt,993,502,Clothing,1
Hermosear Women's Solid Casual Shirt,1099.0,499.0,SHTDVC4GXFZM7WGR,Clothing,Hermosear Women's Solid Casual Shirt,1094,646,Clothing,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649.0,249.0,BBAEDVQFYXRHVUVC,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",633,313,Jewellery,1
Kiosha Women's Printed Casual Shirt,1299.0,367.0,SHTEAGYJB8VWW6B9,Clothing,Kiosha Women's Printed Casual Shirt,1280,468,Clothing,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",999.0,399.0,BBAEDVQFZ8Q4MMRT,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",990,506,Jewellery,1
Mayra Women's Solid Casual Shirt,895.0,499.0,SHTECGNB3S7FMAFT,Clothing,Mayra Women's Solid Casual Shirt,893,563,Clothing,1
Roadster Women's Solid Casual Shirt,999.0,499.0,SHTEB9BVZVZAWABF,Clothing,Roadster Women's Solid Casual Shirt,991,587,Clothing,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",749.0,299.0,BBAEDVR75HYNAMAP,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",732,361,Jewellery,1
Bonhomie Women's Printed Casual Shirt,799.0,400.0,SHTE94XFZA3R8EMU,Clothing,Bonhomie Women's Printed Casual Shirt,786,520,Clothing,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",1440.0,449.0,BBADZMCFWR8NZBHM,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",1424,520,Jewellery,1
HRX Women's Solid Casual Shirt,1299.0,389.0,SHTE4NR3Y6HT9ZVC,Clothing,HRX Women's Solid Casual Shirt,1296,470,Clothing,1
I Am For You Women's Solid Casual Shirt,899.0,405.0,SHTDZUGEYSBDHFT3,Clothing,I Am For You Women's Solid Casual Shirt,886,457,Clothing,1
Fabpoppy Women's Solid Casual Shirt,625.0,275.0,SHTECB57DDYYFJPX,Clothing,Fabpoppy Women's Solid Casual Shirt,621,324,Clothing,1
Karishma Women's Solid Formal Shirt,999.0,399.0,SHTDXXKFVY8FCKJN,Clothing,Karishma Women's Solid Formal Shirt,985,463,Clothing,1
Tokyo Talkies Women's Floral Print Casual Shirt,949.0,474.0,SHTE9795JTAENPQ9,Clothing,Tokyo Talkies Women's Floral Print Casual Shirt,930,544,Clothing,1
Numero Uno Women's Solid Casual Shirt,1199.0,359.0,SHTE9GZ42BGVFJPN,Clothing,Numero Uno Women's Solid Casual Shirt,1185,457,Clothing,1
Kuhuk Plastic Bangle Set,2000.0,495.0,BBAEE9B8SCVG5Y7Y,Jewellery,Kuhuk Plastic Bangle Set,1996,602,Jewellery,1
Cambow Women's Solid Casual Shirt,599.0,399.0,SHTE7T3ZYWMQAK5E,Clothing,Cambow Women's Solid Casual Shirt,596,507,Clothing,1
Voylla Alloy Crystal Yellow Gold Bangle,1759.0,359.0,BBAE4PWDV2TZ8G8H,Jewellery,Voylla Alloy Crystal Yellow Gold Bangle,1746,443,Jewellery,1
Bedazzle Women's Solid Casual Shirt,1200.0,399.0,SHTE8N2482YTBCFH,Clothing,Bedazzle Women's Solid Casual Shirt,1192,479,Clothing,1
Larwa Men's Pyjama,1298.0,749.0,PYJEYY2ZHKPUR5NZ,Clothing,Larwa Men's Pyjama,1294,958,Clothing,1
Eves Pret A Porter Women's Checkered Casual Shirt,1500.0,499.0,SHTEATTUQ4U9PUGQ,Clothing,Eves Pret A Porter Women's Checkered Casual Shirt,1484,569,Clothing,1
Bombay High Women's Checkered Formal Shirt,799.0,399.0,SHTE7F94FNDKCBQV,Clothing,Bombay High Women's Checkered Formal Shirt,793,490,Clothing,1
Stilestreet Women's Solid Formal Shirt,899.0,449.0,SHTDT65ZCTTKVHYD,Clothing,Stilestreet Women's Solid Formal Shirt,890,537,Clothing,1
Globus Women's Printed Casual Shirt,899.0,449.0,SHTE8HGCY7JD8U7B,Clothing,Globus Women's Printed Casual Shirt,896,578,Clothing,1
Blute Women's Striped Casual Shirt,600.0,300.0,SHTE7HGYK4FJN8UB,Clothing,Blute Women's Striped Casual Shirt,597,383,Clothing,1
"Camy Alloy, Brass Bangle Set",1750.0,449.0,BBAE4HBESXXHACEM,Jewellery,"Camy Alloy, Brass Bangle Set",1748,528,Jewellery,1
Fabpoppy Women's Solid Casual Shirt,715.0,355.0,SHTE9G8GKSTAS6X6,Clothing,Fabpoppy Women's Solid Casual Shirt,709,424,Clothing,1
Sukkhi Brass Yellow Gold Bangle Set,1763.0,449.0,BBAE7F9BZ4GXT6PN,Jewellery,Sukkhi Brass Yellow Gold Bangle Set,1755,510,Jewellery,1
Stilestreet Women's Solid Casual Shirt,749.0,449.0,SHTDW7AQZMDVGPCK,Clothing,Stilestreet Women's Solid Casual Shirt,732,530,Clothing,1
Indiatrendzs Women's Printed Casual Shirt,1448.0,497.0,SHTEA69ENTJKAXH5,Clothing,Indiatrendzs Women's Printed Casual Shirt,1432,643,Clothing,1
"Osumfab Women's Solid Casual, Formal Shirt",799.0,399.0,SHTE6Y46VSVGNZ4K,Clothing,"Osumfab Women's Solid Casual, Formal Shirt",782,498,Clothing,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",749.0,299.0,BBAEDVR8H7Y3ZBMG,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",730,388,Jewellery,1
"STOP by Shoppers Stop Women's Solid Casual, Formal Shirt",594.0,356.0,SHTE6P4EQHBG7VWY,Clothing,"STOP by Shoppers Stop Women's Solid Casual, Formal Shirt",589,397,Clothing,1
Vedika Jewellery Alloy Bangle Set,1299.0,325.0,BBAE9ZGYVSGPHHKM,Jewellery,Vedika Jewellery Alloy Bangle Set,1290,409,Jewellery,1
"Addyvero Women's Solid Casual, Formal Denim Shirt",1299.0,497.0,SHTE9UDBRDGEHZWZ,Clothing,"Addyvero Women's Solid Casual, Formal Denim Shirt",1295,554,Clothing,1
Kiosha Women's Solid Casual Shirt,1299.0,297.0,SHTE9UGFFKKTYJ7S,Clothing,Kiosha Women's Solid Casual Shirt,1286,345,Clothing,1
Anasazi Women's Printed Casual Shirt,999.0,450.0,SHTE7HGYTZFMUZHK,Clothing,Anasazi Women's Printed Casual Shirt,986,569,Clothing,1
Kuhuk Plastic Bangle Set,2000.0,480.0,BBAEAE9AQGTYEYHN,Jewellery,Kuhuk Plastic Bangle Set,1998,565,Jewellery,1
Mayra Women's Solid Casual Shirt,1995.0,499.0,SHTECGNBSAKU7EE4,Clothing,Mayra Women's Solid Casual Shirt,1976,610,Clothing,1
People Women's Checkered Casual Shirt,899.0,629.0,SHTEBTB8GMQFNPRY,Clothing,People Women's Checkered Casual Shirt,889,774,Clothing,1
Madhyam Art Brass Brass Bangle Set,1662.0,398.0,BBAECETKRQP4SJSG,Jewellery,Madhyam Art Brass Brass Bangle Set,1646,507,Jewellery,1
Itrendz Women's Printed Casual Shirt,590.0,450.0,SHTE7ZGWSFBG4QAC,Clothing,Itrendz Women's Printed Casual Shirt,582,563,Clothing,1
"Aarti Collections Women's Printed Casual, Festive, Party Shirt",749.0,379.0,SHTEBHGAWKSANN6U,Clothing,"Aarti Collections Women's Printed Casual, Festive, Party Shirt",740,424,Clothing,1
Imc Deals Metal Bangle Set,685.0,199.0,BBAEDWRMWHFHGYGX,Jewellery,Imc Deals Metal Bangle Set,672,245,Jewellery,1
Osumfab Women's Solid Casual Shirt,799.0,399.0,SHTE6Y46TFPRETXY,Clothing,Osumfab Women's Solid Casual Shirt,787,453,Clothing,1
Seeyaar Women's Solid Casual Shirt,699.0,449.0,SHTEBYV8MGSQPGZX,Clothing,Seeyaar Women's Solid Casual Shirt,694,583,Clothing,1
Fabpoppy Women's Solid Casual Shirt,625.0,275.0,SHTECB57QZATRQBM,Clothing,Fabpoppy Women's Solid Casual Shirt,611,313,Clothing,1
Fabpoppy Women's Printed Casual Shirt,699.0,430.0,SHTED3YQX3DPJSFZ,Clothing,Fabpoppy Women's Printed Casual Shirt,685,556,Clothing,1
Desigrrrl Women's Floral Print Casual Shirt,995.0,485.0,SHTE5J37G5NZEACS,Clothing,Desigrrrl Women's Floral Print Casual Shirt,979,591,Clothing,1
Thegudlook Women's Printed Casual Shirt,999.0,499.0,SHTE6FWPWYZHYZ6F,Clothing,Thegudlook Women's Printed Casual Shirt,996,602,Clothing,1
Meee Women's Solid Casual Reversible Shirt,895.0,447.0,SHTEAHVDDXHNGXAY,Clothing,Meee Women's Solid Casual Reversible Shirt,884,566,Clothing,1
Stilestreet Women's Printed Casual Shirt,995.0,499.0,SHTE56H4KMPPJNPC,Clothing,Stilestreet Women's Printed Casual Shirt,976,592,Clothing,1
Ausy Women's Solid Casual Shirt,999.0,487.0,SHTEC8AHDXHVAEQW,Clothing,Ausy Women's Solid Casual Shirt,981,551,Clothing,1
Asmara Women's Floral Print Casual Shirt,1199.0,499.0,SHTEBQ56S95JVNYH,Clothing,Asmara Women's Floral Print Casual Shirt,1187,621,Clothing,1
Avenster Women's Solid Casual Shirt,899.0,397.0,SHTE3ZDHFJ42TPFB,Clothing,Avenster Women's Solid Casual Shirt,880,496,Clothing,1
Antilia Femme Women's Solid Casual Reversible Shirt,1099.0,499.0,SHTEBY3XUZGVPGMA,Clothing,Antilia Femme Women's Solid Casual Reversible Shirt,1083,571,Clothing,1
Vedika Jewellery Alloy Bangle Set,999.0,349.0,BBAE9ZGYQD7ZVHZG,Jewellery,Vedika Jewellery Alloy Bangle Set,987,437,Jewellery,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",999.0,399.0,BBAEDVQFBZYJ2D4N,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",995,499,Jewellery,1
Kashana Fashions Women's Solid Casual Shirt,1499.0,490.0,SHTE7VFKXCYHZY5C,Clothing,Kashana Fashions Women's Solid Casual Shirt,1489,569,Clothing,1
Miss Rich Women's Solid Casual Shirt,799.0,399.0,SHTEYPEAGPGFTHGC,Clothing,Miss Rich Women's Solid Casual Shirt,786,490,Clothing,1
I Am For You Women's Printed Casual Shirt,1099.0,495.0,SHTDXPSEJQCAZGE4,Clothing,I Am For You Women's Printed Casual Shirt,1079,602,Clothing,1
Eves Pret A Porter Women's Solid Casual Shirt,1200.0,399.0,SHTE9KP2PGR2MPHM,Clothing,Eves Pret A Porter Women's Solid Casual Shirt,1194,457,Clothing,1
Teemoods Women's Solid Casual Shirt,799.0,400.0,SHTE7H6ZXRZZPHGF,Clothing,Teemoods Women's Solid Casual Shirt,780,504,Clothing,1
Sukkhi Brass Yellow Gold Bangle Set,1797.0,449.0,BBAE4T44VX5UGK6J,Jewellery,Sukkhi Brass Yellow Gold Bangle Set,1785,548,Jewellery,1
Nexq Women's Solid Casual Shirt,1745.0,499.0,SHTEB96CPNPNXS3H,Clothing,Nexq Women's Solid Casual Shirt,1737,603,Clothing,1
Tokyo Talkies Women's Solid Casual Shirt,749.0,374.0,SHTE6SEMGG2KNEMS,Clothing,Tokyo Talkies Women's Solid Casual Shirt,746,469,Clothing,1
Nazaqut Crepe Printed Salwar Suit Dupatta Material,699.0,348.0,FABE9AFGMEMXQPGG,Clothing,Nazaqut Crepe Printed Salwar Suit Dupatta Material,689,410,Clothing,1
Orange Plum Women's Solid Casual Shirt,1199.0,399.0,SHTE5GZ2JUDRTHX4,Clothing,Orange Plum Women's Solid Casual Shirt,1183,496,Clothing,1
Fabpoppy Women's Floral Print Casual Shirt,725.0,425.0,SHTED3YQJ22TV8X8,Clothing,Fabpoppy Women's Floral Print Casual Shirt,715,534,Clothing,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649.0,249.0,BBAEDVR7XHQYQDMU,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",629,295,Jewellery,1
Ethnicbazaar Women's Printed Casual Shirt,899.0,449.0,SHTE6SDZUSUBFHYR,Clothing,Ethnicbazaar Women's Printed Casual Shirt,891,557,Clothing,1
The Pari Brass Brass Bangle Set,1100.0,220.0,BBADRUPT8RG6KZAH,Jewellery,The Pari Brass Brass Bangle Set,1098,282,Jewellery,1
Sukkhi Copper Rhodium Bangle Set,1397.0,369.0,BBAE7F9BTGBDGXZQ,Jewellery,Sukkhi Copper Rhodium Bangle Set,1386,464,Jewellery,1
Entease Women's Floral Print Casual Shirt,1349.0,399.0,SHTEC8AAG6HT7UFG,Clothing,Entease Women's Floral Print Casual Shirt,1346,478,Clothing,1
Sukkhi Alloy Yellow Gold Bangle Set,1530.0,389.0,BBAE7F9CHZYTSS2D,Jewellery,Sukkhi Alloy Yellow Gold Bangle Set,1515,471,Jewellery,1
Ethnic Jewels Alloy Yellow Gold Bangle Set,1619.0,323.0,BBAE7AGXF7XM42G6,Jewellery,Ethnic Jewels Alloy Yellow Gold Bangle Set,1600,382,Jewellery,1
Moh Maya Women's Polka Print Casual Shirt,999.0,470.0,SHTECZNMJ8ZYFZZF,Clothing,Moh Maya Women's Polka Print Casual Shirt,979,523,Clothing,1
Vedika Jewellery Alloy Bangle Set,1299.0,399.0,BBAE9WX5ZSHPQH5Q,Jewellery,Vedika Jewellery Alloy Bangle Set,1294,466,Jewellery,1
Duvi Women's Floral Print Casual Shirt,799.0,399.0,SHTE8WQTQFFMHMGM,Clothing,Duvi Women's Floral Print Casual Shirt,782,450,Clothing,1
Viva Fashions Alloy Cubic Zirconia Rhodium Bangle,900.0,900.0,BBAEEYYXTJT9K6DW,Jewellery,Viva Fashions Alloy Cubic Zirconia Rhodium Bangle,883,1165,Jewellery,1
Being Fab Women's Checkered Casual Shirt,899.0,329.0,SHTEY2Z4ZZYHB7GZ,Clothing,Being Fab Women's Checkered Casual Shirt,892,427,Clothing,1
Eyelet Women's Printed Casual Shirt,1199.0,399.0,SHTE7G5TH4RHFHR2,Clothing,Eyelet Women's Printed Casual Shirt,1189,513,Clothing,1
"Vaishali Bindi and Bangles Brass, Copper Bangle Set",649.0,249.0,BBAEDVQEKSFKCHZB,Jewellery,"Vaishali Bindi and Bangles Brass, Copper Bangle Set",644,308,Jewellery,1
Urthn Alloy Brass Bangle Set,995.0,345.0,BBAE8UJZWPC6SHTY,Jewellery,Urthn Alloy Brass Bangle Set,979,400,Jewellery,1
Praniti Wood Bangle,500.0,500.0,BBAEE8975GVQKFAU,Jewellery,Praniti Wood Bangle,480,590,Jewellery,1
Dazzgear Women's Animal Print Casual Shirt,549.0,275.0,SHTEFVQAXJNUVZSB,Clothing,Dazzgear Women's Animal Print Casual Shirt,541,332,Clothing,1
Tradeyard Impex Alloy Bangle,749.0,259.0,BBAE53BEFPQMQMP6,Jewellery,Tradeyard Impex Alloy Bangle,736,313,Jewellery,1
Tokyo Talkies Women's Striped Casual Shirt,799.0,399.0,SHTE9EUSZTYAFC3X,Clothing,Tokyo Talkies Women's Striped Casual Shirt,784,515,Clothing,1
